# 2026/06/13 - 13:35 | PDB: 24.26 | UniProt: 2026.02
SP_PRIMARY	PDB
Q96JH8	3ec8;1um1
Q96JI7	8yah;8yab;8yad
Q96JJ3	6ie1;6idx
Q96JK2	3i89;8tl6
Q96JM2	1x6f
Q96JM3	5xpu;6ekl;6ekj;5xpt
Q96JM7	7rte;8y76;4fl6;8y77;7rti;3ut1;1wjs;4l59;1wjq
Q96JN0	9wrj;6v3y;2cob;6v3x
Q96JN8	2e63
Q96JP0	6ldp;6lbn;9ua3;6xkc;6lf0;8pql;6len;7jya;6le6;6ley;6lbg;8q7r
Q96JP2	2dlp
Q96JP5	2m9a;9hju;9hjt
Q96JQ0	8egx;8egw
Q96JY0	2cto
Q96JY6	3pdv;2pa1
Q96JZ2	2cs0
Q96K30	5eg6
Q96KB5	5j0a
Q96KC2	1yzg
Q96KC8	2cqr;2cqq
Q96KE9	2vkp
Q96KK5	9v6q;9v9p;9v8l;9v9h;9v6s;10yi;9v6x;10yh;10yf;8ol1
Q96KM6	2gqj;8tx8
Q96KN2	3dlj
Q96KN7	4qam
Q96KN9	8gn7;8gn8;8gnb
Q96KP4	4ruh
Q96KQ4	6hl5
Q96KQ7	7t7l;5jin;5jj0;7dcf;8vv8;4nvq;9klb;7btv;2o8j;7xuc;6mm1;7x73;9klc;5v9i;5jhn;5vse;7buc;7xud;5ttf;5t0m;5jiy;3rjw;7xub;8z7c;5t0k;9lus;7xua;8z7e;3dm1;3k5k;8z7d;5tuy;9wri;9yks;5vsc
Q96KS0	5v1b
Q96L21	9p9j;6zme;9p9h;8ife;5t2c;6y0g;8qyx;6z6l;8y0w;9p8h;9s3c;8jdj;8oj8;9i2e;9p7g;9p8c;9qlp;9qlq;6ip6;6zm7;9g8m;9p78;9p8b;8oj0;8oj5;9i2d;9p8i;9p7j;9p7a;6z6m;9kzx;9gy4;9p73;7qvp;8ifd;9p9i;9qlo;9pkg;6y2l;6lqm;9rpv;6z6n;9p7i;9m0p;8y0x;9b0q;9p7o;9p7y;9p7d;8jdm;8qoi;6ip5;6ip8;8jdl;9s3b;9kzu;6y6x;7bhp;8xsx;4v6x;5lks;9pa7;9p7e;9gul;9pbe;9p7h;9b0s;9p7w;6y57;6zmo;6qzp;9p7c;6xa1;9p7k;9p7l;9p72;6zmi;8jdk;9p7f;4ug0;7ow7;9n9j;9fqz;9p7x;9p9k;9p6z;9p76;9p79;9s3d;8ohd;8ukb;9b0p;9p7n
Q96L34	8xfl;5es1
Q96L50	7plo
Q96L58	9sp7
Q96L73	6kqq;6kqp;8c5l;3ooi
Q96L91	8qri;8qr1;9c47;9c57;9caf;8xvt;9cad;8xvv;8xvg;9cac;9cae;9c6n;9c62
Q96L92	7pcb;7p72;8ttv;8ttt;8ttu;6sak;7ct1;5zn9;4has;7e0b
Q96L93	2v14;6ee0
Q96L94	2ett
Q96LA8	5wcf;5hzm;5egs;5e8r;6w6d;6wad;4y30;7nr4;4hc4;6p7i;4y2h;4qqk;4qpp
Q96LA9	9lrs;8k4s;7s8p;8yrg;8kex;9v82;9v81
Q96LB1	7s8l;7vuy;7vv0;7vv3;7s8n;7vv6;7vdh;7s8m;7vdl;7vv4;7s8o;7vv5;7vuz;7vdm
Q96LB2	8jgb;8jgf;8dwh;8jgg;8hj5;8dwc;8dwg
Q96LB8	2eav;2eax
Q96LB9	1sk4;1twq;2aph;1sk3
Q96LC7	9o6o;9o6j;9o6n
Q96LC9	8iqm;8r58;7cnu;8iql;8iqk
Q96LD8	2bkq;2bkr;1xt9
Q96LI5	5dv4;9wq1;5dv2;3ngq;3ngo;9wq4;7voi;3ngn
Q96LJ7	2qq5
Q96LL9	2yua
Q96LR5	9ltz;9lu1;9m0y;9lul;9w90;9bjz;1y6l;9ltr;6w9a;9lto
Q96LT4	8w9w;8w9y;8ijq;8ijr
Q96LT7	6v4u;6lt0;7mge;7o2w
Q96LT9	3egn;5obn
Q96LW4	7jk1;7jl8;7jkl;7jkp;5l2x;7jlg;5n85;5n8a
Q96LW7	4fh0;4dwn
Q96M63	8j07
Q96M91	8j07;7ung
Q96M98	6ucc;6ndu;8j07;6nep;7ung
Q96MC2	8j07
Q96MD2	9v86;9van;9o5a;9v9n;9v6e
Q96ME7	2ctd
Q96MF2	6uy7;2db6;6uy8;6b29;6uy9
Q96MF7	9lwj;2yu4;9lwl
Q96MG7	9lwl;9lwj;9lwi;5hvq;5wy5
Q96MG8	9omf;9oma
Q96MK3	5yh3;5yh2;5wrr;5wrs
Q96MN2	4ewi
Q96MR6	8j07
Q96MS0	6pog;6pok;6pol
Q96MT7	8j07
Q96MT8	7w91;6csu;6csv
Q96MU7	6t10;8q2w;8q3g;6syz;7pjb;6yke;6yki;6rt5;7p8a;8q4w;6szy;6zcn;8q2x;8q32;8q4p;8k2e;4r3i;6szn;6we8;6we9;6sz2;6yl8;6rt4;6yl9;6ym2;9h2y;6t0x;8q2u;8q4r;6sz3;6t01;6zcm;7pja;6ykz;6t0c;8q2t;8q4m;6t04;6szl;6t0o;7po6;7pj9;8q2v;6yoq;6ynm;6t02;7pjp;8q4v;6ynj;6t03;6ykj;6t0d;6t11;6t12;7p87;6t07;6t0a;8q33;8q39;6szr;6zd9;6wea;6t05;6t06;8q2y;8q4n;6yni;6ynk;6ynp;7pj7;7p8f;9v84;9h2t;6szt;6szx;7p88;7pj8;8q37;6ynl;9mb3;9h2u;6t09;8q35;8q38;8q4t;4r3h;7l4x;7p8b;6yl0;8q31;6rt6;6t08;6t0z;7l4y;6rt7;9h2w;7pjq;8q3a;6ym8;2yud;8q2q;8q2r;8q2s;8q4u;8q4q;6sz1;6ynn;6yno
Q96MU8	6snw;5fwu;5fwt;7bzu;5fws;5fww;7bzt;9vfr;5fwv
Q96MX6	3i2n
Q96N11	9fa7;9ep4;8rc4;8rbx;8rbz;9fa4;9eof;9ep1
Q96N21	5wf9;5wfb
Q96N28	4xzv;8ag0
Q96N66	8erc
Q96N67	6ajl;6aj4
Q96NA2	1yhn
Q96NC0	9r8v;5o9z;8qpe;8h6k;7abi;8q7n;6ahd;9r3d;7abf;8qo9;7abg;7aav;8qzs
Q96NG3	8j07
Q96NI6	5xwt;5xnp;5xnq;5xws
Q96NN9	6sjz;6sk2;5o9v;6skj;6qrm;6sk8;6sk3
Q96NW4	4b93;4cym;6tl0;4cz2
Q96NW7	6x5g;7qqm
Q96NX5	2jam
Q96NY8	9kkj;4gjt;4jjh;4frw;9ucl
Q96NY9	7f6l;9f98;2zix;9f9a;4p0s;9f9l;4p0r;6vwb;9f9k;4p0q;4p0p;9f99;9f9m;7bu5;2mc3
Q96NZ8	2ddj;2ddi
Q96P09	1xb1;1xb0
Q96P11	2b9e
Q96P16	4nac;4jxt
Q96P20	7pzd;8swk;9mig;9hg4;8etr;7alv;8ert;7zgu;9mie;6npy;9gu4;8swf;8ej4;2naq;8wsm;7pzc;9sfg;8zem;7vtp;8ri2;3qf2;9mgy;9dh3;8sxn
Q96P47	3ihw
Q96P48	4x1v
Q96P65	8zh8;8wz2
Q96P66	8w8r;8w8s
Q96P68	9vmo;9vmn;9vmp;9m1u;9uxn;9uxo;8yyx;9m1s;9vo2;9uk2;8yyw;9m1r;26xh;9uxp;9uxq
Q96P70	9qoo;9qop;6n1z;9qon;10sm;8f7a;9qno
Q96PB8	5ema
Q96PC3	8d4c;6d83;8d9s;8d4e;8d9r;8d9w;8d4g;9ddt;8d4d;8d4f;8d9t;7r4h;6d84;6dff;7ux3;8d9v;8d9u;6cm9;4hmy;6cri
Q96PD4	6hg4;5n92;6ppg;6hg9;8ruu;5nan;1jpy;3jvf;6hgo
Q96PE7	3rmu;6qh4
Q96PH1	8u86;8u7y;8u87;6sz5;8u85
Q96PJ5	9mbz
Q96PK6	2dnp
Q96PM5	2jrj;2k2c;7ynx;2k2d
Q96PN6	4cll;8il7;8coj;4usw;4clu;4clw;4oyp;4oyx;4oz3;4clt;4cm0;4oyb;4oyw;5iv3;4clk;4oyo;4oyz;4ust;7ovd;4clp;8co7;4cls;4oyi;4clf;4clz;4cm2;8cnh;4oym;4cly;5d0r;5iv4;4oz2;4usv;8b75;8cot;4oya;4usu
Q96PP8	7e5a;7e59;7ckf
Q96PQ0	1wgo
Q96PS8	6f7h
Q96PU4	4pw5;4pw7;3oln;1wy8;5yco;1z6u;4pw6;2e6s;4tvr
Q96PU5	7lp2;6zc9;9z5q;7lp5;5hpk;2mpt;2lb2;2oni;6zbt;2lty;2nsq;7lp1;3jw0;3jvz;7nmz;9gik;9gim;2laj;7lp4;7lp3
Q96PU8	4jvh
Q96PV6	9t6l;9dlr;9dlv
Q96PX8	4rcw;4rca
Q96PY5	4yc7
Q96PY6	4apc;4b9d
Q96PZ0	5kkp
Q96PZ2	8s9k;8s9l
Q96PZ7	2ehf
Q96Q04	6seq
Q96Q11	8cbm;4x4w;1ou5
Q96Q15	6z3r;6syt;7pw7;6l53;7pw4;7pw8;7pw5;7pw6;7pw9;6l54
Q96Q77	6wu5;6wud;6wu7
Q96Q83	2iuw;8jnk;8jnr;9ncz
Q96QB1	7tpb;2gyt;2loz;3kuq;5fzt;2kap;2dky
Q96QC0	6zv2
Q96QC4	6ddm;6ddr;6ddv
Q96QE3	8ui7;8uii;8ui9;8ui8
Q96QE5	5ol8;5ola;5ol9;9bdd;9mna;8u8u;9bdc;8u8v
Q96QF0	4uj4;4uj5;4lhz;6f6p;4lhy;4uj3;4lhx
Q96QK1	5osi;7blo;8r02;8r0j;8rks;2r17;5f0j;5f0p;5osh;7bln;5f0m;5f0k;5f0l
Q96QP1	8zd3;5z2c;9j4p
Q96QT6	8bpa;8bpc;2lkm;8c60;8bpb;2l9s
Q96QU1	5uly;5t4n;6mfo;5t4m;4xhz;6eb5;6e8f;6n2e
Q96QV1	2wg4;3ho5;3ho3;3ho4;7pgl;7pgm;2wft;7pgn;2wfx;2wg3;7pgk
Q96QV6	5gsu;5gt0
Q96QZ0	8gyt;8wza;9jcd;9jcj;9jch;8hwq;9jcc;9kom;9jct;9jcf;8gtr;9krg;7xl6;8gyp;9jcg
Q96QZ7	5n7d;3bpu;2q9v;2kpk;5n7g;2r4h;6twx;6twy;2kpl;7p71;2ysd;2zaj;5n7f;2yse;6twu;1wbp
Q96R05	1lpj;6at8;6e6k
Q96RD6	8f7c;7xlb;8gyq
Q96RD7	6m67;8gyo;9oqg;6lto;6wbg;9oql;9oqq;6m02;8gtt;7dwb;6wbl;7f8j;9oqn;9oqi;7wsv;9oqk;8gts;9oqm;6ltn;6wbf;6m66;6wbm;9oqj;9oqo;6m68;6wbk;6wbn;9oqp;9oqh;7f8n;7f8o;6v6d;6wbi
Q96RD9	9lod;9loc
Q96RE7	3ga1;4u2n;8yzs;7bv9
Q96RG2	3dls;1ll8
Q96RI0	8yrq;3qdz;2zpk
Q96RI1	5q1i;5yxb;3okh;5q0w;5q0j;5q0y;5q14;5q16;9vbq;5q0u;5q1h;3omk;3fxv;6itm;3olf;5q0v;5q1d;3bej;4qe8;5q17;5yxj;5yxl;6hl1;9lq3;3p88;3oki;3ook;3dct;9vbr;3p89;5q0z;5q13;5q1a;5q0p;4oiv;5q15;3oof;9h65;9h66;5ick;8hd3;5q1e;5q1f;5q0n;5wzx;7d42;6a5w;5q18;5yxd;5q0i;5q0k;8hbm;5q0o;3gd2;5q19;5y49;3hc5;3hc6;6a5x;6a5y;6a5z;3ruu;3rvf;5q10;5q12;3dcu;3fli;1osh;7vue;3l1b;5iaw;5y44;5q0l;5q0q;5q0r;5q0t;5q0x;6hl0;3rut;7trb;5q1c;5q0m;4wvd;5q11;6a60;5y1j;5q0s;3omm;5z12;5q1b;5q1g
Q96RJ0	8w88;8w89;8jso;8w87;8zss;8zsp;8zsj;8jlp;8wca;8uhb;8w8a;8jlr;8jln;9jkq;8jlo;8jlq;8wc8
Q96RJ3	1osx;3v56;4v46;8zuj;8zuk;2hfg;1oqe;1mpv
Q96RK0	6kzh;7m5w;6kzg;4j2j;2m41;6jrp;4j2l
Q96RK4	6xt9
Q96RL1	2mkf;9sna;9sms;2rr9;2n9e;9so9;9smn;9smp;2mkg
Q96RL7	9yg5;9yfw;9yg4
Q96RN5	7enj;8gxq;7emf;8j9a;8t9d;7lbm;7ena;7enc;8tqw;2gut;8gxs;8trh
Q96RP3	3n95;2rmg
Q96RP9	6vmi;6vlz;7a5k;6ydw;6ydp
Q96RQ3	8jxl;8j99;8xl7;8xl6;2ejm;8xl8;8jak;8j4z;8jxm;8jxn;8j7d;8j78;8jaw;8k2v
Q96RR1	7t8b;7t8c
Q96RR4	6bql;6bqp;5yv8;6cmj;6bqq;5yvc;5uy6;2zv2;6y4k;6y3o;6brc;6ble;6y6b;5yv9;8tuc;5yva;5vt1;6ef5;6eww;5yvb;6fel;6y8a;5uyj;6bku
Q96RS0	3gdh;3egi
Q96RT1	6ubh;6q0n;1n7t;2h3l;7lul;1mfg;1mfl;6q0m;6q0u;3ch8;2qbw
Q96RT7	7qj3;7qj8;8vrd;9qvm;7qj1;9i8h;8q62;8vrk;7qj6;7qj4;9i8g;8vrj;7qjb;6x0u;9smx;9qvn;7qj5;6m33;7qj9;6v6c;7qj2;7qj0;7as4;6v6s;7qj7;7qjc;7qja;7qjd;7qje;8rx1;9h9p
Q96RT8	8rx1;7qjb;7qj0;7qjc;8vrj;7qj4;7qje;9i8h;8q62;7qj9;7qj6;7qj5;7qja;9smx;9qvn;7qj3;9i8g;7qj2;7qj7;9qvm;6v69;7qj1;7as4;6v6s;8vrk;7qj8;7qjd;8vrd;6l81
Q96RU2	2lva;6hek;8hje;8p19;6heh;6hei;6hej;9suu;8p14;2muu;6h4h;6h4i;8p1q;7tuo;8p1p
Q96RU3	2efl
Q96RU8	5igo;5cek;6dc0;5igq;5cem
Q96RY7	8fgw;8fh3;8bbg;8bbf
Q96S15	7uhy;9oti;9lvk;9lwf;9lvj
Q96S37	9b1n;9jdv;9b1l;9jdz;9rxr;9dka;9irx;9dkb;9je0;9b1k;8wjg;9b1m;9dk9;9iry;9je1;9b1f;9b1g;9jdy;9us8;9b1o;9dkc;9b1i;9irw;9b1h;9b1j;8wjq;9rxo;9rxs
Q96S42	4n1d
Q96S44	7szb;7sza;7szd;6wqx;7szc;9fl9
Q96S52	7w72;8imx;7wld
Q96S55	3vhs;3vht
Q96S59	5ji7;5ji9;5jiu;7nsc
Q96S82	2cwb;2den
Q96S90	2djp
Q96S94	9qkt;9qkz;9ql1
Q96SB4	3beg;7zks;5my8;1wak;5xv7;1wbp;5nng;6fad;7pqs;7dd1;5mxx;4wua
Q96SB8	9lwk;9lwl;9lwi;9lwj
Q96SD1	7abs;7sgl;3w1b;7apv;6wnl;7af1;6tt5;7tyr;6wo0;3w1g;7agi;4htp;7afs;7afu
Q96SE7	2eow;2ytn;2ytk;2yti;2eq1;2yu8;2eoe;2ene;2eq0;2eq3;2emp;2en4;2eq2;2ema;2ytr;2enf
Q96SI1	8pnm;8pnr
Q96SI9	2dmy
Q96SL4	2p31
Q96SN8	6x0v;9h9p;8rx1;9g40;9smx
Q96ST2	9egx;6zv4;9egz;6zv1;9eh1;9egy;9mlc;9rtt;9eh0;9eh2;6emr
Q96SW2	8rq8;8d7w;4tz4;9ohq;9e2u;9sfm;9sq5;6uml;9h59;9dur;9dom;9v0f;9q22;9odr;7lps;7bqv;8tnq;8tzx;8oiz;9q2d;10ay;8d7x;8u15;9djx;9ouk;8cvp;4m91;9d0x;9sq4;9hpj;8rq1;8rq9;8dey;9y7d;5hxb;6boy;9oul;9saf;5fqd;9djt;9nfr;9sai;9nyr;8d81;8rqc;8d7y;8uh6;9ohr;9oty;9ngt;9q03;9nwt;9q33;6h0f;9dwv;9sq6;9hne;9nr3;8rqa;8ojh;8d7u;8u16;9ya9;9dww;9uum;9w2f;11mr;6bnb;7bqu;9os2;6bn7;8d7v;8tnr;5v3o;8d7z;9v0b;9gao;8g66;6xk9;9nfq;9nws;9d0w;9hpi;9v0a;8u17;9gy3;9o91;6h0g;6bn8;6bn9;9dqd;9cuo;8tnp;9ods;7u8f;9fjx;8d80
Q96SY0	9ep1;8rbz;9eoc;8rc4;8rbx;6sn1;8pk5;9fa4;9fa7
Q96SZ4	9l0v
Q96SZ5	9dy4;8u9j;9dxb;7rei;9ndu;9dxv;9dxu;8uan;9dma
Q96T21	7zjx;7zjw
Q96T37	9l0t;7z27
Q96T51	2yw8;2yqm
Q96T58	4p6q;2rt5;1ow1;7z1k
Q96T60	2w3o;2brf
Q96T66	1nuq;1nur;1nup;1nuu;1nus;1nut
Q96T68	8hfp;5tfp
Q96T88	3db3;8wms;9m76;3fl2;3asl;3sou;9ln6;7fb7;2faz;3clz;3db4;9m77;6vcs;2lgl;9lpk;3dwh;8xv8;2pb7;5iay;3t6r;3zvy;8xv4;8xv6;6w92;6b9m;3shb;5xpi;6ved;6iiw;3sow;3bi7;3sox;4qqd;5c6d;5yya;2lgg;3zvz;3ask;8xv7;6vyj;2l3r;2lgk;8jig;4gy5;5yy9
Q96TA1	7ctp
Q96TC7	7cc7
Q96TL7	5yc2;5we0;5we2;2l3n
Q96TR6	5nq8
Q96TU3	1y4w;1y9g;1y9m
Q96U12	6ywy;6ywe
Q96U95	6ywy;6ywe;6yws
Q96UT6	4gun;3qvn
Q96UT7	1kya
Q96VZ6	6wo1
Q96W54	7q0f;8ogj;8oh6;7q0r;8c3a;8oj3;7pzy;9g30;9g6j;7q08;8oi5;9g1z
Q96W55	8cre;8cq7;8q5i;8oeq;8cqw
Q96W73	9baq;9baz;9bap
Q96W94	1r3n;2v8g;2v8d;2v8v;2vl1;2v8h;1r43
Q96WN7	9i5r
Q96WV5	7s23;8eny;4j87;8enz;7s22;4j8b;4j8g;7s16;8eo0;9dzx;8evl
Q96WW3	8etc;8eti;8esr;8etj;8esq
Q96X16	1rky;1n9e;1w7c
Q96X30	7rhv;7rhw;7ri0
Q96X90	2zg6
Q96XE0	2eer
Q96XE7	2w11;2w43
Q96XN9	2dcn;1wye
Q96XQ7	2z0m
Q96XT2	5b47;5b46
Q96XT4	5b46;5b47
Q96Y14	2e2o;2e2p;2e2q;2e2n
Q96Y20	2ef7
Q96Y29	4zoh
Q96Y52	3iwt
Q96Y66	5b48
Q96Y68	5b48
Q96YD0	4zby;4zbx;4zbz
Q96YJ2	1wvt
Q96YK1	4dpm;4dpk;4dpl
Q96YK6	2e5m;2e0c;2dht
Q96YM2	2eo4
Q96YV5	1ve0
Q96Z61	2ggs
Q96Z62	2b9u;1wlt
Q96ZM7	1vgm
Q96ZY1	2eb7;3gfl;2gxg;3gez;2yr2;3gfi;3gf2;3gfj;3gfm
Q970D9	3vqk;3vqm;3aab;3vql;3aac
Q970G9	1wy6
Q970H5	5v4t;5uxg
Q970I1	6p4o;6p4f;6p4w
Q970I2	5tnu;6p4f;6p4w;6p4o
Q970L2	3adr
Q970Q8	4rzx;2plr;5h70;4nzy
Q970S6	2eqa;4e1b;3aje
Q970U0	2ekm
Q970U6	3vpb;3vpc
Q970Z7	1woz
Q971R4	2vl7
Q971Y6	2ep5
Q972A9	2ekl
Q972D2	2e5v
Q972I2	1ue8;3b4x
Q972K4	6m35;6m3x
Q972K9	1vbf
Q972R9	2pjz
Q973C7	7e1p;7csm;7d4v;7dqr;7dqq;7dqt;1wrj;7dkn
Q973F5	3aiz;3aix
Q973H2	3hje
Q973T5	3w9k;2ejx
Q973T6	1x25
Q974C9	2d36;2d38;2d37
Q974G3	1wol
Q974H8	2ec2
Q974K3	2dgd
Q974S5	1vgp
Q974U9	4zoh
Q974V0	4zoh
Q975B5	2rbg
Q975D5	2ohd
Q975F9	5z0a;2ggo;5z09;2ggq
Q975M2	3aix;3aiz
Q975N2	1ud9
Q975R3	2cv8
Q975W5	2zbc
Q976E4	2f7l
Q976G0	1wsc
Q976I3	1wyd
Q976J8	3vpb
Q976P3	2pd2
Q976U3	4yzo
Q976W8	3aio;3aik;3ail;3ain;3aim
Q976X5	8hap
Q976Y0	2ece
Q977U7	2b5v;2vwg;2vwh;2vwq;2vwp;2b5w
Q977W1	8df9;2csd;8dfb;8df7;3m7g;3m6z;5hm5;8df8;2csb;3m6k;3m7d
Q977W3	3bxv
Q977Y3	3ik2
Q977Y4	6kgd;6kgc;6kge;6kg8;6kgf
Q978J0	2rfm
Q978X0	3df8
Q979C2	3glv
Q979S5	4z9e
Q979W2	3wic;3wie;3wid
Q97AG6	3gk5
Q97AP8	3lfk
Q97AR4	6nke
Q97B68	3oj0
Q97BB8	3pzl
Q97BK3	3a4v;3a9w;3ajr;3a1n
Q97BR6	3c8m;3jsa
Q97C13	3dou
Q97CA4	4jyl
Q97CA5	3mbi;3lrt;3nag;3lpn
Q97CJ2	6ae2
Q97CJ8	3mst
Q97CM7	3vtz
Q97CQ0	4o1s
Q97CT7	4pv6
Q97D74	3b81
Q97DC5	3g85
Q97DI0	3d0j
Q97DI6	2hq7
Q97DM1	1y7b;1yi7
Q97DY3	3cjp
Q97DZ9	3g7g
Q97E82	1vr0
Q97EM7	6gnd;6gn9
Q97EM8	6gna;6gnb;6gnd
Q97F65	1xx6
Q97F93	3ka5
Q97FB4	3mgk
Q97FM4	3i0x;3f0z;3f10;3i0w
Q97G05	2ig6
Q97G40	2p8j
Q97G83	3jw4
Q97GJ5	1y8c
Q97GQ1	1vl0
Q97H19	3k9t
Q97H22	3hdp;2qh0
Q97H28	2g6t
Q97I22	3hvy
Q97I32	4xxt
Q97IL4	3ce9
Q97IT9	3e10
Q97IU2	6gnc
Q97IW1	3k1u
Q97JB7	3ftb
Q97JL1	3ccg
Q97K30	2glj
Q97K90	2k4y
Q97KK2	6kg9;6kgc;6kgf;6kgd;6kge
Q97KL0	1xbf;1vmh
Q97KM0	3fbt
Q97KU0	6pz7
Q97KV0	3e0x
Q97L65	3os7
Q97LM8	1zmb
Q97LU2	4euf;4euh;4eue
Q97LU5	2q5c
Q97LY2	3mc1
Q97M41	4wu0
Q97MB6	2i9u
Q97MC0	3tvi
Q97ML2	5kf8;5kga;5kf9;5kf2;5kgh;5kgj;5kgp;5kf1
Q97ML3	8zpo;8zov;8zo3
Q97MN4	3mgd
Q97MP0	3dns
Q97N97	4c21;4c22;4c20
Q97NQ4	6nkj;5wi5
Q97P32	5kin
Q97P33	5kin;6qky
Q97P44	5way
Q97PK0	2fyw
Q97PK6	1q3t
Q97PN8	2q7x
Q97Q31	4lat
Q97Q59	2iaz
Q97QS2	1w6t
Q97QZ1	2p5t
Q97QZ2	2p5t
Q97R12	5zq0;5zq1;5zq8;5xj2;5zth;5xj1
Q97R46	1g95;1hm0;1hm9;1hm8;1g97
Q97S61	1ib8
Q97SR4	5kh4;5kh5;5kh2
Q97ST4	2ha9
Q97T38	9hln;9hm3;9hlv;2hma
Q97TI2	5cxp
Q97TI4	8uwt
Q97TU5	9d7j;9nyo
Q97TX6	6hte;4qys
Q97TX9	4ic1
Q97U11	1vmg
Q97U20	3ddj
Q97U28	6h2r;6h2s
Q97U29	2var;2v78
Q97UA0	2q1a;2q18;3bqb;2q19;2q1c;2q1d
Q97UL5	4z7c;5gme;4z7y;5gmd
Q97UQ9	3ilx
Q97UU7	2yj4;2iye;2yj6;2yj5;2yj3
Q97UY8	1oxu;1oxv;1oxs;1oxx;1oxt
Q97V10	4hw0
Q97V23	3f8k
Q97V97	4mmo
Q97VD2	4lqx
Q97VL0	3hjp
Q97VM5	3zrr;3zrq;3zrp
Q97VS8	1vph
Q97VT7	4ket;8sf2;8sfm;2vc5;5w3u;8sfd;5vri;8sfa;2vc7;4kev;8sf9;4ker;5vsa;4kf1;5w3w;3uf9;4kez;4keu;4kes;8sfc;8sfk;5w3z;5vrk;8sfb
Q97VU1	2rau
Q97VU8	6htj
Q97VW7	4zye;6ga0;4zyd;4zyg;4zyh;5llq;8aes
Q97VZ7	2i6m;7mpc;2i6j;2i6o;2dxp;7mpd;2i6i;2i6p;3ro1
Q97VZ8	2w0m
Q97W02	2v9w;3m9n;1s0o;2ibk;4tqs;2ia6;3v6j;3m9m;4fbu;2rdi;3pr4;3khl;4f4y;4f50;4juz;4gc6;6vg6;1s97;3gii;2v4q;2imw;2xcp;3pw0;3pw7;3rbe;2c22;3gil;3t5h;3t5l;4qwa;2r8g;3gim;2asj;2w9c;3khh;3rb3;4jv2;7kle;7klf;2c28;2jef;2jeg;4fbt;1ryr;3gik;1s0m;2rdj;2j6s;2au0;2br0;2w9b;3rb4;4f4x;9nke;1jx4;2asl;2w9a;3fds;3rb6;4qwd;6l97;3v6k;6vgm;2bqr;3pw4;3raq;4jv0;2uvu;2uvw;2xca;3rbd;4qw8;4g3i;2c2r;1s0n;1s10;2ago;3t5j;3pw2;2r8h;2va2;2va3;3v6h;1jxl;2uvr;3pr5;3pw5;4jv1;4qw9;2c2d;1n48;2v4r;2bqu;2jei;2jej;6l84;2j6t;2bq3;2xc9;3khr;3pvx;4qwb;2agq;3qz7;6vkp;1n56;1s9f;2c2e;4ruc;2atl;2j6u;2w8k;4gc7;4qwe;4rzr;4f4w;4rua;2asd;2agp;3rax;3khg;4f4z;4qwc;9nkd;2r8i;3m9o;3gij;2w8l;2uvv;3t5k;3rb0;3qz8;5edw;4tqr;6vnp;9nkc;1rys
Q97W15	3d5n
Q97W19	4rzk
Q97W22	5bqp;4zfn;5bqo
Q97W59	2qmu;3v11;2qn6;3cw2;2nxu;5jb3;6sw9;5k0y;5jbh;6swc
Q97W73	7wcg;1o7i;2mna
Q97W92	2azk;2azj
Q97W94	3t94;2a8y
Q97W95	4trb;4ts5;4ts7;4trc
Q97WD0	3eeq
Q97WD2	2gf6
Q97WF3	2x4h
Q97WG8	4d2i
Q97WH1	2ygk
Q97WH6	3t8i
Q97WI4	3hhv
Q97WL0	2qzc
Q97WM8	2qby
Q97WP9	3drn
Q97WQ4	3irb
Q97WV8	4ilm;4ilr;4ill
Q97WX5	2x5q
Q97X43	7oqy
Q97XB5	3lhf
Q97XK8	2xvo
Q97XP0	2rff
Q97XQ5	1z5z
Q97XQ7	1z5z;1z6a;1z63
Q97XZ3	3l8k
Q97Y08	2fna
Q97Y68	2f5g;2f4f
Q97Y81	8kar;8kao
Q97Y85	3exc
Q97Y88	2wte;6wxq;6w11
Q97Y90	9crp;9cro;9crq
Q97Y91	9cp2;9cp1;9crp;9crq;3ps0;9cro;9cp3
Q97Y92	9cp1;9cp3;9cp2;9crq;9crp;9cro
Q97Y96	3zfv
Q97YA0	8bmw
Q97YA1	8bmw
Q97YA2	8bmw
Q97YA3	8bmw
Q97YA4	8bmw
Q97YA5	8bmw
Q97YA6	8bmw
Q97YA7	8bmw
Q97YA8	8bmw
Q97YC2	2ivy;2i8e
Q97YC8	3zc4
Q97YD2	3qyf
Q97YD5	2i71
Q97YG9	3f3x
Q97YJ9	6kpk;6kpi;6jd2;6jcz;6kqk;6kpa;6kqj;6kpj;6kpe;6kqo;6kou;6jcv;6kq4;6kq8;6jcw;6kph;6jd1
Q97YL0	4mud
Q97YM2	2h6e
Q97YX4	3i9f
Q97YX6	1ob8;1ob9
Q97Z17	2qs7
Q97Z18	3mc3
Q97Z21	4mnn
Q97Z22	2mdt
Q97Z79	6sw9;3cw2;2aho;5jbh;6swc;2qn6;3v11;2qmu;3qsy;5jb3
Q97Z80	9fra;9fs6;9fsf;9frk;9frl;9fs8;9fy0;9fhl
Q97Z82	9moj
Q97Z83	1zt2;5of3;5ofn
Q97Z84	2io4;2ix2;7rpo;2izo;2nti;3fds;7rpw;2hii;7rpx;2hik
Q97Z86	4twb
Q97Z89	2nwu
Q97Z90	3h0k;3lw7
Q97ZE1	2kjg
Q97ZE2	2j4k;2j4j;2j4l
